senator_1,senator_2,wins_senator_1,wins_senator_2,n_repeats
Ronald L Wyden,John Boozman,0.0,2.0,2
Ronald L Wyden,Shelley Moore Capito,0.0,2.0,2
Ronald L Wyden,Chris Van Hollen,0.0,2.0,2
Ronald L Wyden,Marsha Blackburn,0.0,2.0,2
Ronald L Wyden,Christopher S Murphy,0.0,2.0,2
Ronald L Wyden,Mazie Hirono,0.0,2.0,2
Ronald L Wyden,Kirsten Elizabeth Gillibrand,2.0,0.0,2
Ronald L Wyden,William M Cassidy,0.0,2.0,2
Ronald L Wyden,Gary Peters,0.0,2.0,2
Ronald L Wyden,Martin Trevor Heinrich,0.0,2.0,2
Ronald L Wyden,Cory Gardner,0.0,2.0,2
Ronald L Wyden,Todd Christopher Young,2.0,0.0,2
Ronald L Wyden,James Paul Lankford,0.0,2.0,2
Ronald L Wyden,Timothy E Scott,2.0,0.0,2
Ronald L Wyden,Kyrsten Sinema,0.0,2.0,2
Ronald L Wyden,Thomas Cotton,0.0,2.0,2
Ronald L Wyden,L Tammy Duckworth,0.0,2.0,2
Ronald L Wyden,Steven Daines,0.0,2.0,2
Ronald L Wyden,Kevin Cramer,0.0,2.0,2
Ronald L Wyden,Martha Mcsally,0.0,2.0,2
Ronald L Wyden,Jacky Rosen,0.0,2.0,2
Ronald L Wyden,John F Reed,1.0,1.0,2
Ronald L Wyden,Bernard Sanders,2.0,0.0,2
Ronald L Wyden,Michael Crapo,0.0,2.0,2
Ronald L Wyden,Robert Menendez,0.0,2.0,2
Ronald L Wyden,Rob Portman,0.0,2.0,2
Ronald L Wyden,Sherrod Brown,0.0,2.0,2
Ronald L Wyden,Roger F Wicker,0.0,2.0,2
Ronald L Wyden,Richard M Burr,0.0,2.0,2
Ronald L Wyden,Lindsey O Graham,2.0,0.0,2
Ronald L Wyden,Jerry Moran,0.0,2.0,2
Ronald L Wyden,Debbie Stabenow,0.0,2.0,2
Ronald L Wyden,Roy Blunt,0.0,2.0,2
Ronald L Wyden,John Thune,0.0,2.0,2
Ronald L Wyden,John Hardy Isakson,0.0,2.0,2
Ronald L Wyden,Tom Udall,0.0,2.0,2
Ronald L Wyden,Patrick Joseph Toomey,0.0,2.0,2
Ronald L Wyden,Tammy Baldwin,0.0,2.0,2
Ronald L Wyden,Maria Cantwell,2.0,0.0,2
Ronald L Wyden,Lisa Murkowski,0.0,2.0,2
Ronald L Wyden,Lamar Alexander,0.0,2.0,2
Ronald L Wyden,John Cornyn,0.0,2.0,2
Ronald L Wyden,Amy Klobuchar,0.0,2.0,2
Ronald L Wyden,Jon Tester,0.0,2.0,2
Ronald L Wyden,Robert P Jr Casey,0.0,2.0,2
Ronald L Wyden,Sheldon II Whitehouse,0.0,2.0,2
Ronald L Wyden,John A Barrasso,0.0,2.0,2
Ronald L Wyden,James E Risch,0.0,2.0,2
Ronald L Wyden,Jeanne Shaheen,0.0,2.0,2
Ronald L Wyden,Jeffrey Alan Merkley,2.0,0.0,2
Ronald L Wyden,Mark Robert Warner,0.0,2.0,2
Ronald L Wyden,Michael F Bennet,0.0,2.0,2
Ronald L Wyden,Joe Manchin III,0.0,2.0,2
Ronald L Wyden,Christopher A Coons,0.0,2.0,2
Ronald L Wyden,Richard Blumenthal,0.0,2.0,2
Ronald L Wyden,Marco Rubio,0.0,2.0,2
Ronald L Wyden,Rand Paul,0.0,2.0,2
Ronald L Wyden,John Hoeven,0.0,2.0,2
Ronald L Wyden,Mike Lee,0.0,2.0,2
Ronald L Wyden,Ronald Harold Johnson,0.0,2.0,2
Ronald L Wyden,Brian Schatz,0.0,2.0,2
Ronald L Wyden,Angus Stanley Jr King,0.0,2.0,2
Ronald L Wyden,Elizabeth Warren,2.0,0.0,2
Ronald L Wyden,Debra S Fischer,2.0,0.0,2
Ronald L Wyden,Rafael Edward Ted Cruz,0.0,2.0,2
Ronald L Wyden,Timothy Michael Kaine,0.0,2.0,2
Ronald L Wyden,Cory A Booker,0.0,2.0,2
Ronald L Wyden,Dan Sullivan,0.0,2.0,2
Ronald L Wyden,David Perdue,0.0,2.0,2
Ronald L Wyden,Joni K Ernst,0.0,2.0,2
Ronald L Wyden,Benjamin E Sasse,2.0,0.0,2
Ronald L Wyden,Thom R Tillis,0.0,2.0,2
Ronald L Wyden,Mike Rounds,0.0,2.0,2
Ronald L Wyden,Catherine Cortez Masto,0.0,2.0,2
Ronald L Wyden,Kamala D Harris,2.0,0.0,2
Ronald L Wyden,John Neely Kennedy,2.0,0.0,2
Ronald L Wyden,Doug Jones,0.0,2.0,2
Ronald L Wyden,Tina Flint Smith,0.0,2.0,2
Ronald L Wyden,Cindy Hyde Smith,2.0,0.0,2
Ronald L Wyden,Mike Braun,0.0,2.0,2
Ronald L Wyden,Joshua David Hawley,0.0,2.0,2
Ronald L Wyden,Mitt Willard Romney,2.0,0.0,2
Ronald L Wyden,Rick Scott,0.0,2.0,2
Ronald L Wyden,Kelly Loeffler,1.0,1.0,2
Ronald L Wyden,Mark Kelly,0.0,2.0,2
Ronald L Wyden,Dianne Feinstein,0.0,2.0,2
Ronald L Wyden,Patty Murray,2.0,0.0,2
Ronald L Wyden,Susan M Collins,0.0,2.0,2
Ronald L Wyden,Michael B Enzi,0.0,2.0,2
Ronald L Wyden,Richard C Shelby,0.0,2.0,2
Mitch Mcconnell,Thomas R Carper,1.0,1.0,2
Mitch Mcconnell,Richard J Durbin,2.0,0.0,2
Mitch Mcconnell,Benjamin L Cardin,2.0,0.0,2
Mitch Mcconnell,James M Sen Inhofe,2.0,0.0,2
Mitch Mcconnell,John Boozman,2.0,0.0,2
Mitch Mcconnell,Shelley Moore Capito,2.0,0.0,2
Mitch Mcconnell,Chris Van Hollen,2.0,0.0,2
Mitch Mcconnell,Marsha Blackburn,2.0,0.0,2
Mitch Mcconnell,Christopher S Murphy,2.0,0.0,2
Mitch Mcconnell,Mazie Hirono,0.0,2.0,2
Mitch Mcconnell,Kirsten Elizabeth Gillibrand,2.0,0.0,2
Mitch Mcconnell,William M Cassidy,1.0,1.0,2
Mitch Mcconnell,Gary Peters,0.0,2.0,2
Mitch Mcconnell,Martin Trevor Heinrich,2.0,0.0,2
Mitch Mcconnell,Cory Gardner,2.0,0.0,2
Mitch Mcconnell,Todd Christopher Young,2.0,0.0,2
Mitch Mcconnell,James Paul Lankford,2.0,0.0,2
Mitch Mcconnell,Timothy E Scott,2.0,0.0,2
Mitch Mcconnell,Kyrsten Sinema,0.0,2.0,2
Mitch Mcconnell,Thomas Cotton,0.0,2.0,2
Mitch Mcconnell,L Tammy Duckworth,2.0,0.0,2
Mitch Mcconnell,Steven Daines,2.0,0.0,2
Mitch Mcconnell,Kevin Cramer,2.0,0.0,2
Mitch Mcconnell,Martha Mcsally,2.0,0.0,2
Mitch Mcconnell,Jacky Rosen,0.0,2.0,2
Mitch Mcconnell,John F Reed,2.0,0.0,2
Mitch Mcconnell,Bernard Sanders,1.0,1.0,2
Mitch Mcconnell,Michael Crapo,2.0,0.0,2
Mitch Mcconnell,Robert Menendez,2.0,0.0,2
Mitch Mcconnell,Rob Portman,2.0,0.0,2
Mitch Mcconnell,Sherrod Brown,2.0,0.0,2
Mitch Mcconnell,Roger F Wicker,2.0,0.0,2
Mitch Mcconnell,Richard M Burr,2.0,0.0,2
Mitch Mcconnell,Lindsey O Graham,2.0,0.0,2
Mitch Mcconnell,Jerry Moran,2.0,0.0,2
Mitch Mcconnell,Debbie Stabenow,1.0,1.0,2
Mitch Mcconnell,Roy Blunt,2.0,0.0,2
Mitch Mcconnell,John Thune,2.0,0.0,2
Mitch Mcconnell,John Hardy Isakson,0.0,2.0,2
Mitch Mcconnell,Tom Udall,0.0,2.0,2
Mitch Mcconnell,Patrick Joseph Toomey,1.0,1.0,2
Mitch Mcconnell,Tammy Baldwin,2.0,0.0,2
Mitch Mcconnell,Maria Cantwell,0.0,2.0,2
Mitch Mcconnell,Lisa Murkowski,2.0,0.0,2
Mitch Mcconnell,Lamar Alexander,2.0,0.0,2
Mitch Mcconnell,John Cornyn,2.0,0.0,2
Mitch Mcconnell,Amy Klobuchar,0.0,2.0,2
Mitch Mcconnell,Jon Tester,0.0,2.0,2
Mitch Mcconnell,Robert P Jr Casey,2.0,0.0,2
Mitch Mcconnell,Sheldon II Whitehouse,2.0,0.0,2
Mitch Mcconnell,John A Barrasso,1.0,1.0,2
Mitch Mcconnell,James E Risch,2.0,0.0,2
Mitch Mcconnell,Jeanne Shaheen,0.0,2.0,2
Mitch Mcconnell,Jeffrey Alan Merkley,2.0,0.0,2
Mitch Mcconnell,Mark Robert Warner,2.0,0.0,2
Mitch Mcconnell,Michael F Bennet,2.0,0.0,2
Mitch Mcconnell,Joe Manchin III,1.0,1.0,2
Mitch Mcconnell,Christopher A Coons,2.0,0.0,2
Mitch Mcconnell,Richard Blumenthal,2.0,0.0,2
Mitch Mcconnell,Marco Rubio,1.0,1.0,2
Mitch Mcconnell,Rand Paul,0.0,2.0,2
Mitch Mcconnell,John Hoeven,2.0,0.0,2
Mitch Mcconnell,Mike Lee,0.0,2.0,2
Mitch Mcconnell,Ronald Harold Johnson,2.0,0.0,2
Mitch Mcconnell,Brian Schatz,0.0,2.0,2
Mitch Mcconnell,Angus Stanley Jr King,2.0,0.0,2
Mitch Mcconnell,Elizabeth Warren,2.0,0.0,2
Mitch Mcconnell,Debra S Fischer,2.0,0.0,2
Mitch Mcconnell,Rafael Edward Ted Cruz,0.0,2.0,2
Mitch Mcconnell,Timothy Michael Kaine,2.0,0.0,2
Mitch Mcconnell,Cory A Booker,0.0,2.0,2
Mitch Mcconnell,Dan Sullivan,2.0,0.0,2
Mitch Mcconnell,David Perdue,2.0,0.0,2
Mitch Mcconnell,Joni K Ernst,2.0,0.0,2
Mitch Mcconnell,Benjamin E Sasse,0.0,2.0,2
Mitch Mcconnell,Thom R Tillis,1.0,1.0,2
Mitch Mcconnell,Mike Rounds,2.0,0.0,2
Mitch Mcconnell,Catherine Cortez Masto,2.0,0.0,2
Mitch Mcconnell,Kamala D Harris,0.0,2.0,2
Mitch Mcconnell,John Neely Kennedy,2.0,0.0,2
Mitch Mcconnell,Doug Jones,0.0,2.0,2
Mitch Mcconnell,Tina Flint Smith,0.0,2.0,2
Mitch Mcconnell,Cindy Hyde Smith,2.0,0.0,2
Mitch Mcconnell,Mike Braun,2.0,0.0,2
Mitch Mcconnell,Joshua David Hawley,0.0,2.0,2
Mitch Mcconnell,Mitt Willard Romney,2.0,0.0,2
Mitch Mcconnell,Rick Scott,2.0,0.0,2
Mitch Mcconnell,Kelly Loeffler,2.0,0.0,2
Mitch Mcconnell,Mark Kelly,0.0,2.0,2
Mitch Mcconnell,Dianne Feinstein,2.0,0.0,2
Mitch Mcconnell,Patty Murray,0.0,2.0,2
Mitch Mcconnell,Susan M Collins,2.0,0.0,2
Mitch Mcconnell,Michael B Enzi,2.0,0.0,2
Mitch Mcconnell,Richard C Shelby,2.0,0.0,2
Thomas R Carper,Richard J Durbin,2.0,0.0,2
Thomas R Carper,Benjamin L Cardin,2.0,0.0,2
Thomas R Carper,James M Sen Inhofe,0.0,2.0,2
Thomas R Carper,John Boozman,0.0,2.0,2
Thomas R Carper,Shelley Moore Capito,0.0,2.0,2
Thomas R Carper,Chris Van Hollen,2.0,0.0,2
Thomas R Carper,Marsha Blackburn,2.0,0.0,2
Thomas R Carper,Christopher S Murphy,2.0,0.0,2
Thomas R Carper,Mazie Hirono,2.0,0.0,2
Thomas R Carper,Kirsten Elizabeth Gillibrand,2.0,0.0,2
Thomas R Carper,William M Cassidy,2.0,0.0,2
Thomas R Carper,Gary Peters,0.0,2.0,2
Thomas R Carper,Martin Trevor Heinrich,0.0,2.0,2
Thomas R Carper,Cory Gardner,0.0,2.0,2
Thomas R Carper,Todd Christopher Young,2.0,0.0,2
Thomas R Carper,James Paul Lankford,0.0,2.0,2
Thomas R Carper,Timothy E Scott,1.0,1.0,2
Thomas R Carper,Kyrsten Sinema,0.0,2.0,2
Thomas R Carper,Thomas Cotton,0.0,2.0,2
Thomas R Carper,L Tammy Duckworth,2.0,0.0,2
Thomas R Carper,Steven Daines,0.0,2.0,2
Thomas R Carper,Kevin Cramer,0.0,2.0,2
Thomas R Carper,Martha Mcsally,0.0,2.0,2
Thomas R Carper,Jacky Rosen,0.0,2.0,2
Thomas R Carper,John F Reed,0.0,2.0,2
Thomas R Carper,Bernard Sanders,1.0,1.0,2
Thomas R Carper,Michael Crapo,0.0,2.0,2
Thomas R Carper,Robert Menendez,2.0,0.0,2
Thomas R Carper,Rob Portman,0.0,2.0,2
Thomas R Carper,Sherrod Brown,2.0,0.0,2
Thomas R Carper,Roger F Wicker,0.0,2.0,2
Thomas R Carper,Richard M Burr,0.0,2.0,2
Thomas R Carper,Lindsey O Graham,2.0,0.0,2
Thomas R Carper,Jerry Moran,1.0,1.0,2
Thomas R Carper,Debbie Stabenow,0.0,2.0,2
Thomas R Carper,Roy Blunt,0.0,2.0,2
Thomas R Carper,John Thune,0.0,2.0,2
Thomas R Carper,John Hardy Isakson,0.0,2.0,2
Thomas R Carper,Tom Udall,0.0,2.0,2
Thomas R Carper,Patrick Joseph Toomey,2.0,0.0,2
Thomas R Carper,Tammy Baldwin,2.0,0.0,2
Thomas R Carper,Maria Cantwell,0.0,2.0,2
Thomas R Carper,Lisa Murkowski,0.0,2.0,2
Thomas R Carper,Lamar Alexander,0.0,2.0,2
Thomas R Carper,John Cornyn,0.0,2.0,2
Thomas R Carper,Amy Klobuchar,1.0,1.0,2
Thomas R Carper,Jon Tester,0.0,2.0,2
Thomas R Carper,Robert P Jr Casey,0.0,2.0,2
Thomas R Carper,Sheldon II Whitehouse,2.0,0.0,2
Thomas R Carper,John A Barrasso,1.0,1.0,2
Thomas R Carper,James E Risch,0.0,2.0,2
Thomas R Carper,Jeanne Shaheen,0.0,2.0,2
Thomas R Carper,Jeffrey Alan Merkley,2.0,0.0,2
Thomas R Carper,Mark Robert Warner,2.0,0.0,2
Thomas R Carper,Michael F Bennet,0.0,2.0,2
Thomas R Carper,Joe Manchin III,1.0,1.0,2
Thomas R Carper,Christopher A Coons,2.0,0.0,2
Thomas R Carper,Richard Blumenthal,0.0,2.0,2
Thomas R Carper,Marco Rubio,0.0,2.0,2
Thomas R Carper,Rand Paul,0.0,2.0,2
Thomas R Carper,John Hoeven,0.0,2.0,2
Thomas R Carper,Mike Lee,0.0,2.0,2
Thomas R Carper,Ronald Harold Johnson,2.0,0.0,2
Thomas R Carper,Brian Schatz,0.0,2.0,2
Thomas R Carper,Angus Stanley Jr King,2.0,0.0,2
Thomas R Carper,Elizabeth Warren,2.0,0.0,2
Thomas R Carper,Debra S Fischer,1.0,1.0,2
Thomas R Carper,Rafael Edward Ted Cruz,2.0,0.0,2
Thomas R Carper,Timothy Michael Kaine,0.0,2.0,2
Thomas R Carper,Cory A Booker,2.0,0.0,2
Thomas R Carper,Dan Sullivan,1.0,1.0,2
Thomas R Carper,David Perdue,0.0,2.0,2
Thomas R Carper,Joni K Ernst,0.0,2.0,2
Thomas R Carper,Benjamin E Sasse,2.0,0.0,2
Thomas R Carper,Thom R Tillis,0.0,2.0,2
Thomas R Carper,Mike Rounds,0.0,2.0,2
Thomas R Carper,Catherine Cortez Masto,0.0,2.0,2
Thomas R Carper,Kamala D Harris,1.0,1.0,2
Thomas R Carper,John Neely Kennedy,0.0,2.0,2
Thomas R Carper,Doug Jones,0.0,2.0,2
Thomas R Carper,Tina Flint Smith,2.0,0.0,2
Thomas R Carper,Cindy Hyde Smith,2.0,0.0,2
Thomas R Carper,Mike Braun,0.0,2.0,2
Thomas R Carper,Joshua David Hawley,2.0,0.0,2
Thomas R Carper,Mitt Willard Romney,0.0,2.0,2
Thomas R Carper,Rick Scott,0.0,2.0,2
Thomas R Carper,Kelly Loeffler,0.0,2.0,2
Thomas R Carper,Mark Kelly,0.0,2.0,2
Thomas R Carper,Dianne Feinstein,2.0,0.0,2
Thomas R Carper,Patty Murray,0.0,2.0,2
Thomas R Carper,Susan M Collins,1.0,1.0,2
Thomas R Carper,Michael B Enzi,0.0,2.0,2
Thomas R Carper,Richard C Shelby,2.0,0.0,2
Richard J Durbin,Benjamin L Cardin,2.0,0.0,2
Richard J Durbin,James M Sen Inhofe,0.0,2.0,2
Richard J Durbin,John Boozman,1.0,1.0,2
Richard J Durbin,Shelley Moore Capito,0.0,2.0,2
Richard J Durbin,Chris Van Hollen,1.0,1.0,2
Richard J Durbin,Marsha Blackburn,1.0,1.0,2
Richard J Durbin,Christopher S Murphy,2.0,0.0,2
Richard J Durbin,Mazie Hirono,2.0,0.0,2
Richard J Durbin,Kirsten Elizabeth Gillibrand,2.0,0.0,2
Richard J Durbin,William M Cassidy,0.0,2.0,2
Richard J Durbin,Gary Peters,1.0,1.0,2
Richard J Durbin,Martin Trevor Heinrich,0.0,2.0,2
Richard J Durbin,Cory Gardner,1.0,1.0,2
Richard J Durbin,Todd Christopher Young,0.0,2.0,2
Richard J Durbin,James Paul Lankford,0.0,2.0,2
Richard J Durbin,Timothy E Scott,0.0,2.0,2
Richard J Durbin,Kyrsten Sinema,0.0,2.0,2
Richard J Durbin,Thomas Cotton,0.0,2.0,2
Richard J Durbin,L Tammy Duckworth,1.0,1.0,2
Richard J Durbin,Steven Daines,0.0,2.0,2
Richard J Durbin,Kevin Cramer,0.0,2.0,2
Richard J Durbin,Martha Mcsally,0.0,2.0,2
Richard J Durbin,Jacky Rosen,0.0,2.0,2
Richard J Durbin,John F Reed,0.0,2.0,2
Richard J Durbin,Bernard Sanders,2.0,0.0,2
Richard J Durbin,Michael Crapo,0.0,2.0,2
Richard J Durbin,Robert Menendez,0.0,2.0,2
Richard J Durbin,Rob Portman,1.0,1.0,2
Richard J Durbin,Sherrod Brown,2.0,0.0,2
Richard J Durbin,Roger F Wicker,0.0,2.0,2
Richard J Durbin,Richard M Burr,0.0,2.0,2
Richard J Durbin,Lindsey O Graham,1.0,1.0,2
Richard J Durbin,Jerry Moran,0.0,2.0,2
Richard J Durbin,Debbie Stabenow,0.0,2.0,2
Richard J Durbin,Roy Blunt,0.0,2.0,2
Richard J Durbin,John Thune,0.0,2.0,2
Richard J Durbin,John Hardy Isakson,0.0,2.0,2
Richard J Durbin,Tom Udall,0.0,2.0,2
Richard J Durbin,Patrick Joseph Toomey,0.0,2.0,2
Richard J Durbin,Tammy Baldwin,1.0,1.0,2
Richard J Durbin,Maria Cantwell,0.0,2.0,2
Richard J Durbin,Lisa Murkowski,0.0,2.0,2
Richard J Durbin,Lamar Alexander,0.0,2.0,2
Richard J Durbin,John Cornyn,0.0,2.0,2
Richard J Durbin,Amy Klobuchar,0.0,2.0,2
Richard J Durbin,Jon Tester,0.0,2.0,2
Richard J Durbin,Robert P Jr Casey,0.0,2.0,2
Richard J Durbin,Sheldon II Whitehouse,2.0,0.0,2
Richard J Durbin,John A Barrasso,1.0,1.0,2
Richard J Durbin,James E Risch,0.0,2.0,2
Richard J Durbin,Jeanne Shaheen,0.0,2.0,2
Richard J Durbin,Jeffrey Alan Merkley,1.0,1.0,2
Richard J Durbin,Mark Robert Warner,2.0,0.0,2
Richard J Durbin,Michael F Bennet,1.0,1.0,2
Richard J Durbin,Joe Manchin III,0.0,2.0,2
Richard J Durbin,Christopher A Coons,0.0,2.0,2
Richard J Durbin,Richard Blumenthal,2.0,0.0,2
Richard J Durbin,Marco Rubio,0.0,2.0,2
Richard J Durbin,Rand Paul,0.0,2.0,2
Richard J Durbin,John Hoeven,0.0,2.0,2
Richard J Durbin,Mike Lee,0.0,2.0,2
Richard J Durbin,Ronald Harold Johnson,0.0,2.0,2
Richard J Durbin,Brian Schatz,0.0,2.0,2
Richard J Durbin,Angus Stanley Jr King,0.0,2.0,2
Richard J Durbin,Elizabeth Warren,2.0,0.0,2
Richard J Durbin,Debra S Fischer,0.0,2.0,2
Richard J Durbin,Rafael Edward Ted Cruz,0.0,2.0,2
Richard J Durbin,Timothy Michael Kaine,2.0,0.0,2
Richard J Durbin,Cory A Booker,2.0,0.0,2
Richard J Durbin,Dan Sullivan,0.0,2.0,2
Richard J Durbin,David Perdue,0.0,2.0,2
Richard J Durbin,Joni K Ernst,0.0,2.0,2
Richard J Durbin,Benjamin E Sasse,0.0,2.0,2
Richard J Durbin,Thom R Tillis,0.0,2.0,2
Richard J Durbin,Mike Rounds,0.0,2.0,2
Richard J Durbin,Catherine Cortez Masto,0.0,2.0,2
Richard J Durbin,Kamala D Harris,0.0,2.0,2
Richard J Durbin,John Neely Kennedy,0.0,2.0,2
Richard J Durbin,Doug Jones,1.0,1.0,2
Richard J Durbin,Tina Flint Smith,0.0,2.0,2
Richard J Durbin,Cindy Hyde Smith,0.0,2.0,2
Richard J Durbin,Mike Braun,0.0,2.0,2
Richard J Durbin,Joshua David Hawley,0.0,2.0,2
Richard J Durbin,Mitt Willard Romney,0.0,2.0,2
Richard J Durbin,Rick Scott,0.0,2.0,2
Richard J Durbin,Kelly Loeffler,0.0,2.0,2
Richard J Durbin,Mark Kelly,1.0,1.0,2
Richard J Durbin,Dianne Feinstein,1.0,1.0,2
Richard J Durbin,Patty Murray,0.0,2.0,2
Richard J Durbin,Susan M Collins,0.0,2.0,2
Richard J Durbin,Michael B Enzi,0.0,2.0,2
Richard J Durbin,Richard C Shelby,0.0,2.0,2
Benjamin L Cardin,James M Sen Inhofe,0.0,2.0,2
Benjamin L Cardin,John Boozman,0.0,2.0,2
Benjamin L Cardin,Shelley Moore Capito,0.0,2.0,2
Benjamin L Cardin,Chris Van Hollen,0.0,2.0,2
Benjamin L Cardin,Marsha Blackburn,0.0,2.0,2
Benjamin L Cardin,Christopher S Murphy,0.0,2.0,2
Benjamin L Cardin,Mazie Hirono,2.0,0.0,2
Benjamin L Cardin,Kirsten Elizabeth Gillibrand,2.0,0.0,2
Benjamin L Cardin,William M Cassidy,0.0,2.0,2
Benjamin L Cardin,Gary Peters,0.0,2.0,2
Benjamin L Cardin,Martin Trevor Heinrich,0.0,2.0,2
Benjamin L Cardin,Cory Gardner,0.0,2.0,2
Benjamin L Cardin,Todd Christopher Young,0.0,2.0,2
Benjamin L Cardin,James Paul Lankford,0.0,2.0,2
Benjamin L Cardin,Timothy E Scott,0.0,2.0,2
Benjamin L Cardin,Kyrsten Sinema,0.0,2.0,2
Benjamin L Cardin,Thomas Cotton,0.0,2.0,2
Benjamin L Cardin,L Tammy Duckworth,0.0,2.0,2
Benjamin L Cardin,Steven Daines,0.0,2.0,2
Benjamin L Cardin,Kevin Cramer,0.0,2.0,2
Benjamin L Cardin,Martha Mcsally,0.0,2.0,2
Benjamin L Cardin,Jacky Rosen,0.0,2.0,2
Benjamin L Cardin,John F Reed,0.0,2.0,2
Benjamin L Cardin,Bernard Sanders,2.0,0.0,2
Benjamin L Cardin,Michael Crapo,0.0,2.0,2
Benjamin L Cardin,Robert Menendez,0.0,2.0,2
Benjamin L Cardin,Rob Portman,0.0,2.0,2
Benjamin L Cardin,Sherrod Brown,0.0,2.0,2
Benjamin L Cardin,Roger F Wicker,0.0,2.0,2
Benjamin L Cardin,Richard M Burr,0.0,2.0,2
Benjamin L Cardin,Lindsey O Graham,0.0,2.0,2
Benjamin L Cardin,Jerry Moran,0.0,2.0,2
Benjamin L Cardin,Debbie Stabenow,1.0,1.0,2
Benjamin L Cardin,Roy Blunt,0.0,2.0,2
Benjamin L Cardin,John Thune,0.0,2.0,2
Benjamin L Cardin,John Hardy Isakson,0.0,2.0,2
Benjamin L Cardin,Tom Udall,0.0,2.0,2
Benjamin L Cardin,Patrick Joseph Toomey,0.0,2.0,2
Benjamin L Cardin,Tammy Baldwin,2.0,0.0,2
Benjamin L Cardin,Maria Cantwell,0.0,2.0,2
Benjamin L Cardin,Lisa Murkowski,0.0,2.0,2
Benjamin L Cardin,Lamar Alexander,0.0,2.0,2
Benjamin L Cardin,John Cornyn,0.0,2.0,2
Benjamin L Cardin,Amy Klobuchar,0.0,2.0,2
Benjamin L Cardin,Jon Tester,1.0,1.0,2
Benjamin L Cardin,Robert P Jr Casey,1.0,1.0,2
Benjamin L Cardin,Sheldon II Whitehouse,2.0,0.0,2
Benjamin L Cardin,John A Barrasso,0.0,2.0,2
Benjamin L Cardin,James E Risch,0.0,2.0,2
Benjamin L Cardin,Jeanne Shaheen,0.0,2.0,2
Benjamin L Cardin,Jeffrey Alan Merkley,2.0,0.0,2
Benjamin L Cardin,Mark Robert Warner,0.0,2.0,2
Benjamin L Cardin,Michael F Bennet,0.0,2.0,2
Benjamin L Cardin,Joe Manchin III,0.0,2.0,2
Benjamin L Cardin,Christopher A Coons,1.0,1.0,2
Benjamin L Cardin,Richard Blumenthal,2.0,0.0,2
Benjamin L Cardin,Marco Rubio,0.0,2.0,2
Benjamin L Cardin,Rand Paul,0.0,2.0,2
Benjamin L Cardin,John Hoeven,0.0,2.0,2
Benjamin L Cardin,Mike Lee,0.0,2.0,2
Benjamin L Cardin,Ronald Harold Johnson,2.0,0.0,2
Benjamin L Cardin,Brian Schatz,0.0,2.0,2
Benjamin L Cardin,Angus Stanley Jr King,0.0,2.0,2
Benjamin L Cardin,Elizabeth Warren,0.0,2.0,2
Benjamin L Cardin,Debra S Fischer,0.0,2.0,2
Benjamin L Cardin,Rafael Edward Ted Cruz,0.0,2.0,2
Benjamin L Cardin,Timothy Michael Kaine,2.0,0.0,2
Benjamin L Cardin,Cory A Booker,2.0,0.0,2
Benjamin L Cardin,Dan Sullivan,0.0,2.0,2
Benjamin L Cardin,David Perdue,0.0,2.0,2
Benjamin L Cardin,Joni K Ernst,0.0,2.0,2
Benjamin L Cardin,Benjamin E Sasse,0.0,2.0,2
Benjamin L Cardin,Thom R Tillis,0.0,2.0,2
Benjamin L Cardin,Mike Rounds,0.0,2.0,2
Benjamin L Cardin,Catherine Cortez Masto,0.0,2.0,2
Benjamin L Cardin,Kamala D Harris,0.0,2.0,2
Benjamin L Cardin,John Neely Kennedy,0.0,2.0,2
Benjamin L Cardin,Doug Jones,0.0,2.0,2
Benjamin L Cardin,Tina Flint Smith,0.0,2.0,2
Benjamin L Cardin,Cindy Hyde Smith,0.0,2.0,2
Benjamin L Cardin,Mike Braun,0.0,2.0,2
Benjamin L Cardin,Joshua David Hawley,2.0,0.0,2
Benjamin L Cardin,Mitt Willard Romney,0.0,2.0,2
Benjamin L Cardin,Rick Scott,0.0,2.0,2
Benjamin L Cardin,Kelly Loeffler,0.0,2.0,2
Benjamin L Cardin,Mark Kelly,0.0,2.0,2
Benjamin L Cardin,Dianne Feinstein,0.0,2.0,2
Benjamin L Cardin,Patty Murray,0.0,2.0,2
Benjamin L Cardin,Susan M Collins,0.0,2.0,2
Benjamin L Cardin,Michael B Enzi,0.0,2.0,2
Benjamin L Cardin,Richard C Shelby,0.0,2.0,2
James M Sen Inhofe,John Boozman,2.0,0.0,2
James M Sen Inhofe,Shelley Moore Capito,1.0,1.0,2
James M Sen Inhofe,Chris Van Hollen,2.0,0.0,2
James M Sen Inhofe,Marsha Blackburn,2.0,0.0,2
James M Sen Inhofe,Christopher S Murphy,2.0,0.0,2
James M Sen Inhofe,Mazie Hirono,2.0,0.0,2
James M Sen Inhofe,Kirsten Elizabeth Gillibrand,2.0,0.0,2
James M Sen Inhofe,William M Cassidy,2.0,0.0,2
James M Sen Inhofe,Gary Peters,0.0,2.0,2
James M Sen Inhofe,Martin Trevor Heinrich,2.0,0.0,2
James M Sen Inhofe,Cory Gardner,2.0,0.0,2
James M Sen Inhofe,Todd Christopher Young,2.0,0.0,2
James M Sen Inhofe,James Paul Lankford,2.0,0.0,2
James M Sen Inhofe,Timothy E Scott,2.0,0.0,2
James M Sen Inhofe,Kyrsten Sinema,2.0,0.0,2
James M Sen Inhofe,Thomas Cotton,0.0,2.0,2
